first_author,year,title,type,collections,tags
Arlt,0000,"Between Fragmentation and Dialogue. Twitter Communities and Political Debate About the Swiss ""Nuclear Withdrawal Initiative"".",journalArticle,twittergeopolitics2b,Nuclear energy; Twitter; dialogue; political debate; social media
Idaly Barreto-Galeano,0000,"Rhetoric, Political Ideology and the Peace Process in Colombia: A Twitter (R) Analysis.",journalArticle,twittergeopolitics2b,
Weber,0000,Interdisciplinary optimism? Sentiment analysis of Twitter data.,journalArticle,twittergeopolitics2b,academics; integrative research concepts; interdisciplinarity; opinions; perceptions; researchers
Furman,0000,The End of the Habermassian Ideal? Political Communication on Twitter During the 2017 Turkish Constitutional Referendum.,journalArticle,twittergeopolitics2b,Habermas; Turkey; Twitter; polarization; political communication; public sphere; referenda; social network analysis
Seethaler,0000,Twitter as a tool for agenda building in election campaigns? The case of Austria.,journalArticle,twittergeopolitics2b,Agenda building; Austria; Twitter; election coverage; mediatisation
Sohrabi,0000,An efficient preprocessing method for supervised sentiment analysis by converting sentences to numerical vectors: a twitter case study.,journalArticle,twittergeopolitics2b,Opinion mining; Python; Sentiment analysis; Supervised learning; word2vec
Robin,0000,"Yes We (Still) Can: Politics in the Age of Obama, Twitter, and Trump.",journalArticle,twittergeopolitics2b,
Gozalvez,0000,Twitter and public opinion. A critical view for an educational outlook.,journalArticle,twittergeopolitics2b,Twitter; citizenship; democracy; educational competences; interactivity; public opinion; social media
Udanor,0000,Combating the challenges of social media hate speech in a polarized society A Twitter ego lexalytics approach.,journalArticle,twittergeopolitics2b,Hate speech; Lexalytics; POSA; Sentiment analysis; Social media; Twitter
Morales,0000,Perceived Popularity and Online Political Dissent: Evidence from Twitter in Venezuela.,journalArticle,twittergeopolitics2b,bots; event study; political expression; social media; spiral of silence
Walsh,0000,Social media and border security: Twitter use by migration policing agencies.,journalArticle,twittergeopolitics2b,Australia; Canada; Twitter; United States; border security; impression management; migration control; organisational communication; policing; responsibilisation; social media
Grinberg,0000,Fake news on Twitter during the 2016 US presidential election.,journalArticle,twittergeopolitics2b,
Bouvier,0000,How Journalists Source Trending Social Media Feeds A critical discourse perspective on Twitter.,journalArticle,twittergeopolitics2b,Critical Discourse Analysis; Twitter; news; news values; social media; sourcing; verification
Molyneux,0000,Political Journalists' Normalization of Twitter Interaction and new affordances.,journalArticle,twittergeopolitics2b,2016 election; news audience; normalization; political communication; social media
Holdich,1904,The Desiccation of Eur-Asia: Discussion,journalArticle,centralAsia,
Kropotkin,1904,The Desiccation of Eur-Asia,journalArticle,BRI-EEU,
Wretts-Smith,1920,The English in Russia during the Second Half of the Sixteenth Century,journalArticle,eurasiain17thcentury,
Lubimenko,1924,The Struggle of the Dutch with the English for the Russian Market in the Seventeenth Century,journalArticle,eurasiain17thcentury,
Mackinder,1943,The Round World and the Winning of the Peace,journalArticle,Mackinder,
Willan,1948,Trade between England and Russia in the Second Half of the Sixteenth Century,journalArticle,eurasiain17thcentury,
Giersch,1949,Economic Union Between Nations and the Location of Industries,journalArticle,Geopolitics,
Hartshorne,1950,The Functional Approach in Political Geography on JSTOR,journalArticle,callforpapers,
Sayeed,1954,Federalism and Pakistan,journalArticle,federalism,
North,1955,Location Theory and Regional Economic Growth,journalArticle,Geopolitics,
Redfield,1955,The Social Organization of Tradition,journalArticle,territorialtrap,
Sprout,1957,Environmental Factors in the Study of International Politics,journalArticle,environment,
Moses,1958,Location and the Theory of Production,journalArticle,Geopolitics,
Emerson,1958,Review of Man-Milieu Relationship Hypotheses in the Context of International Politics,journalArticle,Geopolitics,
Singer,1960,The Geography of Conflict: Introduction,journalArticle,Geopolitics,
Sprout,1960,Geography and International Politics in an Era of Revolutionary Change,journalArticle,environment,
Galtung,1969,"Violence, Peace, and Peace Research",journalArticle,peacebuilding,
Smith,1970,IN VITRO DEVELOPMENT OF THE ISOLATED SHOOT APICAL MERISTEM OF ANGIOSPERMS,journalArticle,neetimehla,
Bergsman,1975,A classification of economic activities based on location patterns,journalArticle,Geopolitics,
Miller,1976,Tissue culture propagation of tropical foliage plants,journalArticle,neetimehla,
Nye,1976,Independence and Interdependence,journalArticle,realism,
Elrod,1976,The Concert of Europe: A Fresh Look at an International System,journalArticle,eurasiain17thcentury,
Hussey,1978,The application of tissue culture to the vegetative propagation of plants,journalArticle,neetimehla,
Nye,1988,International Security Studies: A Report of a Conference on the State of the Field,journalArticle,securitystdies,
Buzan,1988,The Southeast Asian Security Complex,journalArticle,securitycomplex,
Mueller,1989,A New Concert of Europe,journalArticle,eurasiain17thcentury,
Luttwak,1990,"From Geopolitics to Geo-Economics: Logic of Conflict, Grammar of Commerce",journalArticle,territorialtrap,
Krugman,1991,Increasing Returns and Economic Geography,journalArticle,Geopolitics; transportgeography,
Huntington,1991,Religion and the Third Wave,journalArticle,environment,
Agnew,1994,The territorial trap: The geographical assumptions of international relations theory,journalArticle,territorialtrap,
Agnew,1994,The territorial trap: The geographical assumptions of international relations theory,journalArticle,,
David F. Batten,1995,Network Cities: Creative Urban Agglomerations for the 21st Century,journalArticle,economicglobalism,
Batten,1995,Network Cities: Creative Urban Agglomerations for the 21st Century,journalArticle,economicglobalism,
Levy,1995,Is the Environment a National Security Issue?,journalArticle,,
Saxe-Fernández,1996,NAFTA: The Intersection of the Geopolitics and Geoeconomics of Capital,journalArticle,callforpapers,
Shah,1997,"Federalism reform imperatives, restructuring principles and lessons for Pakistan",journalArticle,federalism,
Spencer,1997,A Phenomenological Variant of Ecological Systems Theory (PVEST): A self-organization perspective in context,journalArticle,grounded_theory,
Redclift,1998,Global Environmental Change and Global Inequality: North/South Perspectives,journalArticle,economicglobalism,
Ainsworth,1998,"Sidney Reilly's reports from South Russia, December 1918-March 1919",journalArticle,Mackinder,
Sparke,1998,From geopolitics to geoeconomics: Transnational state effects in the borderlands,journalArticle,callforpapers,
Krugman,1998,What's New About the New Economic Geography,journalArticle,Geopolitics; transportgeography,
Krugman,1998,Space: The Final Frontier,journalArticle,Geopolitics,
Glaser,1998,What is the Offense-Defense Balance and Can We Measure it?,journalArticle,eurasiain17thcentury,
Pradhan,1998,Exploiting Nepal's Hydropower Potential: Some Prospects,journalArticle,pakgeoecnomics,
Ibrahim,1999,A theology of modernity: Hasan al-Turabi and Islamic renewal in Sudan,journalArticle,taliban_twitter,
Hettne,2000,Theorising the Rise of Regionness,journalArticle,southasia,
Rendall,2000,"Russia, the concert of Europe, and Greece, 1821–29: A test of hypotheses about the Vienna system",journalArticle,eurasiain17thcentury,
Matthew,2000,The Environment as a National Security Issue,journalArticle,,
Gamble,2001,"Regional blocs, world order and the new medievalism",journalArticle,economicglobalism,
Gleason,2001,Why Russia is in Tajikistan,journalArticle,centralAsia,
Buzan,2002,South Asia Moving Towards Transformation: Emergence of India as a Great Power,journalArticle,securitycomplex,
Malmberg,2002,The Elusive Concept of Localization Economies: Towards a Knowledge-Based Theory of Spatial Clustering,journalArticle,Geopolitics,
Schmitt-Egner,2002,The Concept of 'Region': Theoretical and Methodological Notes on its Reconstruction,journalArticle,southasia,
Snyder,2002,Mearsheimer's World-Offensive Realism and the Struggle for Security: A Review Essay,journalArticle,eurasiain17thcentury,
Yasmeen,2002,Kashmir: The Discourse in Pakistan,journalArticle,southasia,
Buzan,2002,South Asia moving towards transformation: emergence of India as a great power,journalArticle,GreatPowers,
Taremi,2003,Iranian Perspectives on Security in the Persian Gulf,journalArticle,iran,
Victor,2003,Axis of Oil?,journalArticle,WorldFocus,
Edwards,2003,The New Great Game and the new great gamers: Disciples of Kipling and Mackinder,journalArticle,centralAsia,
Buzan,2003,Security architecture in Asia: the interplay of regional and global levels¹.,journalArticle,Geopolitics,BIPOLARITY (International relations); China; EAST Asia; INTERNATIONAL security
Foot,2004,Chapter 3: Pakistan and Uzbekistan: the Front-line States,journalArticle,marina,
Rubin,2004,(Re)Building Afghanistan: The Folly of Stateless - ProQuest,journalArticle,Afghanistan,
Fujita,2004,"The new economic geography: Past,present and the future.",journalArticle,Geopolitics,AGGLOMERATION (Materials); ECONOMIC geography; ECONOMIC structure; New economic geography; SOCIAL sciences; SOCIOECONOMICS; agglomeration; location theory; self-organisation; spatial economy
Naseem,2004,"Economic Growth and Development in South Asia, with and without Regional Cooperation [with Comments]",journalArticle,WorldFocus,
Dhaka,2004,Afghanistan: Geoeconomic Watershed of South and Central Asia,journalArticle,WorldFocus,
Annette Bohr,2004,"Regionalism in Central Asia: New Geopolitics, Old Regional Order",journalArticle,callforpapers,
Mackinder,2004,The geographical pivot of history (1904),journalArticle,Geopolitics,
James D. Sidaway,2005,Asia-Europe-United States: The Geoeconomics of Uncertainty,journalArticle,callforpapers,
Diez,2005,"Turkey, the European Union and Security Complexes Revisited.",journalArticle,Geopolitics,EUROPEAN Union; EUROPEAN Union -- Membership; MEMBERSHIP; NATIONAL security; NATIONAL security -- United States; POLITICAL stability; TURKEY
Dittmer,2005,The Sino-Japanese-Russian Triangle,journalArticle,oilrussiachina,
Lee,2005,China's quest for oil security: Oil (wars) in the pipeline?,journalArticle,oilrussiachina,
Atkinson,2005,Multi-criteria evaluation and least cost path analysis for an arctic all-weather road,journalArticle,WorldFocus,
Sidaway,2005,Asia–Europe–United States: the geoeconomics of uncertainty,journalArticle,callforpapers,
Starr,2005,"Territory, Proximity, and Spatiality: The Geography of International Conflict",journalArticle,agency_structure,
Sridharan,2005,International Relations Theory and the India–Pakistan Conflict,journalArticle,southasia,
Shahvar,2006,"Communications, Qajar Irredentism, and the Strategies of British India: The Makran Coast Telegraph and British policy of Containing Persia in the East (Baluchistan)—Part I",journalArticle,iran,
Brykova,2006,The International Competitiveness of National Regions: Conceptual and Practical Dimensions,journalArticle,BRI-EEU,
Bassin,2006,Mackinder and the heartland theory in post-Soviet geopolitical discourse,journalArticle,Mackinder,
Buszynski,2006,Oil and territory in Putin's relations with China and Japan,journalArticle,oilrussiachina,
Dhaka,2006,India’s energy security and Central Asia’s energy resources,journalArticle,WorldFocus,
Rendall,2006,Defensive realism and the Concert of Europe,journalArticle,eurasiain17thcentury,
Linden,2006,A Grounded Approach to the Study of Complex Systems,journalArticle,grounded_theory,
Tarock,2006,Iran's nuclear programme and the west,journalArticle,climate_change,
Souleimanov,2007,Iran and Azerbaijan: A Contested Neighborhood,journalArticle,iran,
Kirkpatrick,2007,Dictatorships & Double Standards,journalArticle,Mackinder,
Sparke,2007,"Forum: Geopolitical Fears, Geoeconomic Hopes, and the Responsibilities of Geography",journalArticle,callforpapers,
Sparke,2007,"Geopolitical Fears, Geoeconomic Hopes, and the Responsibilities of Geography",journalArticle,callforpapers,
Gulick,2007,Russo-Chinese Energy Cooperation,journalArticle,oilrussiachina,
Luke Martell,2007,The Third Wave in Globalization Theory,journalArticle,securitycomplex,Evaluation; Iintegration; Reflection
Robert E. Kelly,2007,"Security Theory in the ""New Regionalism""'",journalArticle,securitycomplex,Evaluation; Iintegration; Reflection
Haté,2007,India’s “Look West” Policy: Why Central Asia matters,journalArticle,WorldFocus,
