folder,file,title,axis,thesis,concepts,bridge_claim_status,required_next_evidence,claim_use_allowed
semiotics,drezno.pdf,On the Pragmatic Approach to Map Analysis: Remarks on the Basis of MacEachren's Approach to Map Semiotics,theory,Map semiotics requires a modernized pragmatic framework that moves beyond early 20th-century foundational texts to incorporate contemporary developments in linguistic pragmatics and adequately addresses syntactics and pragmatics alongside semantics.,map semiotics; pragmatics in cartography; Morris division of semiotics; map syntactics; Peirce and Saussure traditions; cartographic theory,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
semiotics,pub13675.pdf,Thematic Cartography and Cartosemiotics: Commonalities and Differences,theory,"Thematic cartosemiotics is a foundational discipline within cartography essential for developing unified sign systems in thematic maps, requiring clarification of definitional shifts caused by GIS adoption and proper positioning of semiotic transformation within map use phases.",thematic cartography; cartosemiotics; cartographic language and symbols; semiotic transformation; GIS integration in mapmaking,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
semiotics,publ_en_426_About_the_Cartographical_Signs.pdf,About the Cartographical Signs,theory,"Cartographical signs function across four hierarchical levels and possess distinct semiotic properties that differentiate them from graphical signs in map legends, requiring clarification through semiotic theory.",semiotic triangle (sign-meaning-denotation); hierarchical sign levels (graphical primitives to super-signs); conventional vs. cartographical signs; sign vehicle and meaning; map legend vs. map field distinctions,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
semiotics,si.1987.10.1.1.pdf,On Semiotics and Symbolic Interactionism,theory,"Semiotics provides essential theoretical tools for understanding how signs and symbols operate within symbolic interactionist frameworks, particularly regarding cultural objects and consumer meaning-making in postmodern contexts.",semiotic theory; symbolic interaction; political economy of the sign; cultural objects; sign systems; postmodern consumption,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,A_Handbook_of_Statistical_Analyses_Using_R_Second_Edition.pdf,A Handbook of Statistical Analyses Using R,method,"A practical guide to performing statistical analyses and data analysis using the R programming language, covering core methods and applications.",statistical computing; data analysis; R programming; generalized linear models; longitudinal data; graphical displays,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,Basics of Qualitative Research Techniques and Procedures for Developing Grounded Theory.pdf,Basics of Qualitative Research: Techniques and Procedures for Developing Grounded Theory,method,A comprehensive methodological guide to conducting qualitative research through systematic coding procedures and theoretical sampling to develop grounded theory from empirical data.,grounded theory; qualitative coding procedures; open axial and selective coding; theoretical sampling; data analysis and conceptualization,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,DTIC_ADA601840.pdf,Russia After Putin,empirical,"Strategic analysis of potential political, military, and geopolitical transitions in Russia following Vladimir Putin's tenure as leader.",Russian political succession; geopolitical stability; military strategy; regional security; strategic competition,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,Economic and Social Geography_ Made Simple.pdf,Economic and Social Geography Made Simple,mixed,"An introductory survey of how human economic and social activity is distributed and organized across the earth's surface, emphasizing problem-oriented analysis and contemporary techniques over descriptive approaches.",spatial distribution of human activity; economic geography; social geography; geographical analysis methods; human-environment interaction,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,Environmental Geography of South Asia Contributions Toward a Future Earth Initiative.pdf,Environmental Geography of South Asia: Contributions Toward a Future Earth Initiative,mixed,South Asian environmental geography integrates biophysical and human dimensions across multiple earth systems to advance sustainable development and resilience through geoscience methods and Future Earth initiatives.,land use land cover change; climate and sustainability; remote sensing and GIS; natural hazards and disasters; land-ocean-atmosphere interaction; ecohydrology and biodiversity,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,Facing the Terrorist Challenge Central Asias Role in Regional and International Co-operation.pdf,Facing the Terrorist Challenge: Central Asia's Role in Regional and International Co-operation,mixed,Central Asian states must undertake comprehensive security sector reform—shifting from state-centric to cooperative security cultures and democratic governance—to address terrorism while building sustainable democratic institutions.,security sector reform; cooperative security; counterterrorism; democratic governance; civil-military relations; regional cooperation,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,FloydPrinciples of Electric Circuits Conventional Current 10th Global Edition.pdf,Principles of Electric Circuits: Conventional Current,method,"A comprehensive introductory textbook covering fundamental circuit laws, components, and modern instruments for understanding basic electronics with contemporary tools and methods.",fundamental circuit laws; electronic components; circuit analysis; measurement instruments; graphing calculator methods,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,Global Salafism Islams New Religious Movement.pdf,Global Salafism: Islam's New Religious Movement,empirical,Salafism constitutes a transnational religious movement within Islam characterized by diverse expressions and practices across regions and communities.,Salafism; Islamic fundamentalism; transnational religious movement; ideology production and distribution; Islamic modernism,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,HISTOLOGY A Text and Atlas with Correlated Cell and Molecular Biology.pdf,Histology: A Text and Atlas with Correlated Cell and Molecular Biology,method,A comprehensive reference integrating microscopic tissue structure with cellular and molecular biology mechanisms to provide foundational knowledge of human histology for medical and biological science students.,tissue microstructure; cell biology correlation; molecular mechanisms; histological techniques; organ systems anatomy,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,Inner Asia and the Spatial Politics of Empire.pdf,"Inner Asia and the Spatial Politics of Empire: Archaeology, Mobility, and Culture Contact",empirical,Archaeological and spatial analysis reveals how mobility and cultural contact shaped political organization and empire formation in Inner Asia.,spatial politics; mobility patterns; culture contact; archaeological methodology; nomadic empire; settlement distribution,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,International Politics  Jervis.pdf,International Politics: Enduring Concepts and Contemporary Issues,mixed,"A comprehensive examination of enduring theoretical frameworks and contemporary issues in international relations, emphasizing the structural role of anarchy, the use of force, political economy, and emerging global challenges.",Anarchy and state behavior; Power and legitimacy; Strategic interaction; Political economy; Use of force; Global governance,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,Irans policy on Afghanistan _ Koepeke.pdf,Iran's Policy on Afghanistan: The Evolution of Strategic Pragmatism,empirical,"Iran's approach to Afghanistan has evolved from ideologically-driven intervention following the 1979 Islamic Revolution to a pragmatic strategy balancing regional security concerns, reconstruction support, and diplomatic engagement under shifting political regimes.",strategic pragmatism; Khomeinist ideology; regional security; Afghan reconstruction; Taliban reconciliation; great power dynamics,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,Pakistan The Formative Phase  1857-1948 by Khalid bin Sayeed.pdf,Pakistan: The Formative Phase 1857-1948,empirical,"A historical analysis of Pakistan's political, social, and institutional development during the British colonial period and the emergence of the nation-state through independence.",British colonial administration; Muslim nationalism; Constitutional development; Partition and independence; Political institutions,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,Pakistan The Formative Phase  1857-1948.pdf,Pakistan: The Formative Phase 1857-1948,empirical,"An examination of the historical, political, and social developments that shaped the emergence of Pakistan as an independent nation from 1857 to 1948.",Colonial administration and British rule; Nationalist movements and independence struggle; Partition and communal politics; State formation and nation-building; Religious and cultural identity,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,Power and international relations a conceptual approac.pdf,Power and International Relations: A Conceptual Approach,theory,"A systematic conceptual analysis of how power operates in international relations, grounded in social power theory and examining its treatment across realist, constructivist, and neoliberal IR frameworks.",Power (Dahlian definition and critique); International relations theory; Realism and neorealism; Constructivism; Neoliberalism and soft power; Military statecraft,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,Regional Action Plan towards the Information Society in Asia and the Pacific by United Nations.pdf,Regional Action Plan towards the Information Society in Asia and the Pacific,empirical,"ESCAP presents a coordinated regional strategy to bridge the digital divide in Asia and the Pacific by addressing ICT policy gaps, building stakeholder capacity, and leveraging information and communication technologies for sustainable socio-economic development and disaster management.",digital divide; ICT policy and regulation; capacity building; disaster management technology; sustainable development,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,Regional Action Plan towards the Information Society in Asia and the Pacific.pdf,Regional Action Plan towards the Information Society in Asia and the Pacific,empirical,ESCAP member states in Asia and the Pacific require coordinated ICT policy frameworks and capacity building to bridge the digital divide and achieve sustainable socio-economic development and the Millennium Development Goals.,digital divide; ICT policy and regulation; capacity building; disaster management technology; regional cooperation,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,Russia and the Mongols Slavs and the steppe in medieval and early modern Russia.pdf,Russia and the Mongols: Slavs and the Steppe in Medieval and Early Modern Russia,mixed,"Collected essays examining the complex historical relationship between Russian principalities and the Mongol Golden Horde, challenging historiographical myths and reconstructing the political, religious, and cultural dynamics of Russian incorporation into the Mongol empire.",Golden Horde; Mongol conquest; Russian principalities; Historiography; Medieval Eurasia; Tatar Yoke; Chingissid influence,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,Sugarcane.pdf,Sugarcane,mixed,"A comprehensive technical and historical reference on sugarcane cultivation, genetics, improvement, and management covering botany, breeding, disease and pest control.",plant breeding and germplasm; disease resistance; crop improvement; sugarcane botany; pest management; molecular-assisted selection,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,Text Analysis in Python for Social Scientists Discovery and Exploration.pdf,Text Analysis in Python for Social Scientists: Discovery and Exploration,method,Python-based text analysis methods from natural language processing enable social scientists to efficiently extract meaningful information from abundant textual data.,natural language processing; text analysis methods; Python implementation; computational social science; language processing,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,The Calculus of Consent Logical Foundations of Constitutional Democracy.pdf,The Calculus of Consent: Logical Foundations of Constitutional Democracy,theory,Constitutional democracy can be analyzed as a logical system where rational individuals choose decision-making rules to maximize collective welfare while minimizing decision and external costs.,Individualistic rationality in social choice; Constitutional economics; Decision-making rule costs; Unanimity and majority voting; Pareto optimality and collective action,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,The Economic Foundations of Fascism.pdf,The Economic Foundations of Fascism,empirical,"Italian Fascism represents a viable economic system balancing private property and initiative with state coordination through corporate organization, offering greater stability than both laissez-faire capitalism and socialist alternatives.",corporate economic system; monetary discipline; state planning with private property; public works and economic recovery; currency stability,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,The Spirit of Islam February 2020 by Moulana Wahiuddin khan.pdf,The Spirit of Islam,empirical,UNCLEAR,,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,The Spirit of Islam February 2020.pdf,The Spirit of Islam,empirical,UNCLEAR,,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,The Swing Traders Bible Strategies to Profit from Market Volatility .pdf,The Swing Trader's Bible: Strategies to Profit from Market Volatility,method,A practical guide to swing trading strategies and risk management techniques for profiting from short-term market price movements.,swing trading; market volatility; stop loss management; trading style determination; portfolio management; trading profitability,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,The political economy of Chinas Belt and Road Initiative.pdf,The Political Economy of China's Belt and Road Initiative,mixed,China's Belt and Road Initiative represents a strategic framework for economic cooperation and development that builds on historical Silk Road trade patterns while addressing contemporary geopolitical and economic objectives.,Belt and Road Initiative; political economy; China foreign investment; regional cooperation; Silk Road legacy; risk management,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,Trump To End Longest War In US History As US And Taliban Agree On Peace Deal Framework - MAGA Daily Report.pdf,Trump To End Longest War In US History As US And Taliban Agree On Peace Deal Framework,empirical,"The Trump administration has achieved a framework agreement with the Taliban for ending the Afghanistan war, representing a significant diplomatic breakthrough against establishment opposition.",US-Taliban peace negotiations; Afghanistan withdrawal; military-industrial complex; counterterrorism diplomacy; geopolitical stalemate,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,UNCTAD handbook of statistics 2011.pdf,UNCTAD Handbook of Statistics 2011,empirical,"Comprehensive compilation of global trade, investment, financial flows, and development data to support policy analysis and economic decision-making across countries.",world trade statistics; international investment flows; financial data collection; economic development indicators; comparative economic analysis,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,"Urban Geography A Global Perspective, Third Edition.pdf","Urban Geography: A Global Perspective, Third Edition",mixed,"Cities are fundamental to human organization and deserve comprehensive geographic analysis across economic, social, cultural, and political dimensions at local and global scales.",urbanization; global cities; urban economic restructuring; social reproduction; urban policy; spatial organization,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,WEF_The_Global_Risks_Report_2024.pdf,The Global Risks Report 2024,mixed,"The world faces a critical transition shaped by accelerating technological change, climate crisis, geopolitical conflict, and structural shifts that are pushing governance systems beyond their limits with systemic consequences through 2034.",global risk perception and assessment; structural forces and systemic transitions; climate change and adaptation; geopolitical conflict and polarization; misinformation and information integrity; technological disruption; economic uncertainty,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,bp-stats-review-2021-full-report.pdf,Statistical Review of World Energy 2021,empirical,"A comprehensive empirical analysis of global energy consumption, production, reserves, and carbon emissions across all major fuel types and regions for 2020.",primary energy consumption; carbon dioxide emissions; fossil fuel reserves and production; renewable energy transition; energy markets and pricing,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Statistical Analysis and Research Methods,geomorphology savinder.pdf,Geomorphology,mixed,"A comprehensive examination of landform development, earth structure, and geomorphic processes integrating theories, climatic controls, and tectonic mechanisms.",landform development theories; plate tectonics; climatic geomorphology; structural geomorphology; weathering and mass movement; volcanic landforms; isostasy,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,A Companion to Phenomenology and Existentialism.pdf,A Companion to Phenomenology and Existentialism,theory,"A comprehensive survey of phenomenology and existentialism covering key figures, concepts, and problems in these philosophical traditions.",phenomenology; existentialism; consciousness; being; lived experience; subjectivity,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,A Realist Philosophy of Social Science Explanation and Understanding.pdf,A Realist Philosophy of Social Science: Explanation and Understanding,theory,"Theory in social and natural sciences aims to understand the generative processes producing contingent outcomes, not merely predict events or behavior, requiring a realist reassessment of explanation.",realism; causality; explanation and understanding; generative mechanisms; social processes; theory in science,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,A Realist Theory of Science.pdf,A Realist Theory of Science,theory,Science requires a realist ontology recognizing real causal powers and mechanisms that exist independently of their empirical manifestation or our knowledge of them.,transcendental realism; causal powers and mechanisms; stratification of nature; open systems; natural necessity; ontology in philosophy of science,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,An Introduction to Dialectics by Theodor W. Adorno.pdf,An Introduction to Dialectics,theory,"Adorno presents dialectics as a philosophical method that grasps the dynamic movement of concepts and reality through mediation and contradiction, rejecting both positivist and foundationalist approaches.",dialectical method; mediation and non-identity; determinate negation; movement of the concept; critique of positivism; Hegelian dialectics,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Analyzing Digital Discourse New Insights and Future Directions.pdf,Analyzing Digital Discourse: New Insights and Future Directions,method,"This edited collection examines contemporary patterns of discourse and communication across digital spaces, focusing on multimodality, identity construction, relationship work, and language ideologies in online interactions.",digital discourse analysis; multimodality; identity and face online; language ideologies; computer-mediated communication,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Analyzing Media Messages Using Quantitative Content Analysis in Research.pdf,Analyzing Media Messages: Using Quantitative Content Analysis in Research,method,"Quantitative content analysis is a systematic research method for analyzing media messages applicable across mass communication, political science, and behavioral sciences.",content analysis; measurement; coding rules; reliability; validity; sampling; data analysis,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Applied Spatial Data Analysis with R.pdf,Applied Spatial Data Analysis with R,method,"A comprehensive guide to handling, analyzing, and visualizing spatial data using R, emphasizing reproducible research practices and open-source methodology.",spatial data analysis; R programming; reproducible research; geospatial visualization; data manipulation; open-source software,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Being and Truth.pdf,Being and Truth,theory,"Heidegger examines the history of metaphysics and the notion of truth from Heraclitus to Hegel, arguing for a distinctive understanding of being and truth grounded in a philosophy engaged with politics and history.",ontology and metaphysics; truth and disclosure; being and history; language and meaning; politics and philosophy,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Capitalist Realism Is There no Alternative.pdf,Capitalist Realism: Is There No Alternative?,theory,"Late capitalism has become so ideologically naturalized that it appears impossible to imagine viable alternatives to it, even as the system itself becomes increasingly dystopian and destructive.",capitalist realism; neoliberalism; ideological naturalization; dystopian imagination; state-capital relations,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Causation in International Relations Reclaiming Causal Analysis.pdf,Causation in International Relations: Reclaiming Causal Analysis,theory,"Causal analysis in International Relations rests on problematic deterministic, mechanistic, and empiricist assumptions, and reinterpreting the meaning, aims, and methods of social scientific causation enables multi-causal and methodologically pluralist scholarship.",causal analysis; philosophy of causation; determinism and mechanism; empiricism; methodological pluralism; world political processes,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Collapse How Societies Choose to Fail or Succeed.pdf,Collapse: How Societies Choose to Fail or Succeed,empirical,"Societies face collapse when environmental degradation, resource depletion, and poor decision-making interact; understanding past collapses illuminates present choices.",societal collapse; environmental degradation; resource management; comparative historical analysis; sustainability decisions,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Computational and Mathematical Modeling in the Social Sciences.pdf,Computational and Mathematical Modeling in the Social Sciences,method,"Mathematical modeling in the social sciences requires an integrated framework spanning game theory, statistics, and computational methods to address the critiques of mathematization and solve complex social science problems.",game theory; statistical modeling; computational methods; mathematical rigor; computational political economy,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Computer Mediated Communication.pdf,Computer Mediated Communication: Social Interaction and the Internet,mixed,"Computer-mediated communication fundamentally reshapes social interaction through internet technologies, requiring integrated analysis of theory, critique, practical application, and domain-specific contexts.",social interaction online; internet technologies and mediation; online identity and community; interpersonal and group dynamics; language and discourse online; digital ethics and inequities,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Constructing Grounded Theory.pdf,Constructing Grounded Theory: A Practical Guide Through Qualitative Analysis,method,"Grounded theory is a systematic qualitative research methodology that generates theoretical understanding through iterative data collection, coding, and analysis.",grounded theory; qualitative coding; theoretical sampling; memo-writing; data saturation; theory construction,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Content Analysis An Introduction to Its Methodology.pdf,Content Analysis: An Introduction to Its Methodology,method,"Content analysis is a systematic research method for identifying and quantifying patterns, themes, and meanings within textual and communicative data.",Content analysis methodology; Quantitative and qualitative analysis; Coding and categorization; Sampling and research design; Validity and reliability in text analysis,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Critical Realism Essential Readings.pdf,Critical Realism: Essential Readings,theory,"Critical realism, developed from Roy Bhaskar's transcendental realist philosophy, offers a systematic alternative to positivism and postmodernism by grounding science and social science in realist ontology, stratified explanation, and emancipatory critique.",transcendental realism; critical naturalism; explanatory critique; dialectic; stratified ontology; social structures; emancipatory impulse,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Culture Identity and Politics.pdf,"Culture, Identity, and Politics",theory,"Nationalism, social cohesion, and modern ideologies emerged together in the nineteenth century as responses to fundamental social change, requiring new theoretical frameworks to understand the deep structures of these transformations.",nationalism; social cohesion; Durkheim's sociology; anthropological fieldwork; political ideology; modernization and social change,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Data Science and Social Research EpistemologyMethodsTechnology and Applications.pdf,"Data Science and Social Research: Epistemology, Methods, Technology and Applications",mixed,"Data science integrates statistics, computer science, and domain knowledge to extract meaning from complex, diverse data sources for social research and decision-making in the information society.",data science methodology; knowledge integration and ontologies; big data analysis; statistical and computational methods; epistemology of data-driven inquiry,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Dialectic of enlightenment.pdf,Dialectic of Enlightenment: Philosophical Fragments,theory,"Enlightenment rationality, rather than liberating humanity, has become a mechanism of domination that perpetuates myth, administered control, and the eclipse of freedom through both cultural industry and totalitarian systems.",instrumental rationality; culture industry; administered society; myth and enlightenment; total integration; anti-Semitism; positivism,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Digital Discourse Language in the New Media.pdf,Digital Discourse: Language in the New Media,mixed,"Language use in digital and social media platforms reveals how speakers creatively construct identity, ideology, and community through novel linguistic practices and multimodal semiotic resources.",sociolinguistics of digital media; discourse analysis; identity and stylization; multimodality; language ideology; computer-mediated communication,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Discourse Analysis as Theory and Method.pdf,Discourse Analysis as Theory and Method,method,"An introduction to social constructionist discourse analysis presenting three major approaches—Laclau and Mouffe's discourse theory, critical discourse analysis, and discursive psychology—with their distinctive theoretical and methodological features.",discourse theory; critical discourse analysis; discursive psychology; social constructionism; textual interpretation; methodology,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Discourse and Context A Sociocognitive Approach.pdf,Discourse and Context: A Sociocognitive Approach,theory,Language use and discourse are shaped not by objective social variables but by discourse participants' subjective mental constructs—context models—that dynamically adapt communication to situational environments.,context models; sociocognitive theory; discourse adaptation; pragmatics; social situations and language; participant perspective,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Ethical Values in International Decision.pdf,Ethical Values in International Decision-Making,theory,Ethical behavior in international relations must be investigated systematically to understand how cooperation can overcome parochial loyalties and group-based value systems that conflict with global welfare.,ethical behavior in international relations; competing group loyalties and value-systems; global versus parochial ethics; cooperation versus conflict; cultural and ideological differences,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Ethno-Symbolism and Nationalism A Cultural Approach.pdf,Ethno-Symbolism and Nationalism: A Cultural Approach,theory,"Nations are historical communities rooted in ethnic symbols, myths, and cultural memories, and understanding their formation and persistence requires analyzing the symbolic dimensions of ethnicity and nationalism.",ethno-symbolism; ethnic groups and nations; symbolic dimensions of culture; nationalism formation; historical community; ethnic persistence,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Existentialism Is a Humanism by Jean Paul Sartre.pdf,Existentialism Is a Humanism,theory,"Existentialism is a humanistic philosophy grounded in human freedom and responsibility, countering accusations that it leads to despair or nihilism.",existential freedom; human responsibility; consciousness and choice; authenticity; anguish and lucidity,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Expressivism Pragmatism and Representationalism.pdf,"Expressivism, Pragmatism and Representationalism",theory,Pragmatism can be reconciled with naturalism through a radical global expressivism that rejects representationalism while maintaining a naturalistic account of human subjects.,expressivism; pragmatism; representationalism; naturalism; global anti-representationalism,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Female Orgasm Black Book.pdf,Female Orgasm Black Book,method,"A practical guide to understanding female sexual response and techniques for facilitating female orgasm through knowledge of anatomy, psychological factors, and sequential phases of sexual engagement.",female sexual anatomy; erogenous zones; orgasm physiology; sexual phases; seduction and desire; sensory techniques,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Gustav_Bergmann.pdf,Gustav Bergmann: Phenomenological Realism and Dialectical Ontology,theory,"Bergmann synthesizes phenomenological analysis with realist ontology to develop a systematic account of entities, properties, and their logical relationships while engaging with historical figures like Brentano, Leibniz, and Meinong.",phenomenological realism; dialectical ontology; bare particulars and universals; logical form and analysis; ontological commitment; modes of exemplification,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Heidegger and Politics The Ontology of Radical Discontent.pdf,Heidegger and Politics: The Ontology of Radical Discontent,theory,"Heidegger's political thought is fundamentally ambiguous about the status of everyday existence, oscillating between revolutionary authenticity and apocalyptic deliverance, thereby forecasting his tendency toward political extremism.",ontology of everyday existence; authenticity versus inauthenticity; Being and Time; radical discontent; communal existence; the They,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Henri Lefebvre - State Space World_ Selected Essays 2009.pdf,"State, Space, World: Selected Essays",theory,"Space is a social product fundamental to understanding state formation, capitalist reproduction, and the possibilities for revolutionary transformation.",social space; state spatiality; autogestion; planetary thought; mode of production; capitalism,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Henri Lefebvre - The Urban Revolution-Univ Of Minnesota Press 2003.pdf,The Urban Revolution,theory,The city is the central site and target of revolutionary political organizing and fundamental social transformation in the late twentieth century.,urban revolution; alienation; everyday life; ideology; political organizing; capitalism and urbanism,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,How we understand others  philosophy and social cognition.pdf,How We Understand Others: Philosophy and Social Cognition,theory,"Mindreading is central to social understanding, but contemporary theory-theory and simulation accounts are incomplete; a comprehensive account must integrate in-group/out-group dynamics, social biases, goals, and situational context to explain how we interpret others' mental states and behavior.",mindreading; theory of mind; simulation; in-group/out-group dynamics; social bias; epistemic judgment; social cognition,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Institutions and Economic Theory.pdf,Institutions and Economic Theory: The Contribution of the New Institutional Economics,theory,"New institutional economics provides a modern analytical framework for understanding how institutions shape economic systems, organizational behavior, and development outcomes.",institutional economics; property rights; transaction costs; organizational design; economic development; institutional reform,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
